"Disease","Fiscal Year","Gender","Age Group","Population","Incidence","Prevalence","Mortality with Disease","Mortality without Disease","Hospitalization with Disease: Person Count","Hospitalization with Disease: Separation Count","Hospitalization with Disease: Days Stay","Hospitalization without Disease: Person Count","Hospitalization without Disease: Separation Count","Hospitalization without Disease: Days Stay","Physician Visit with Disease: Person Count","Physician Visit with Disease: Visit Count","Physician Visit without Disease: Person Count","Physician Visit without Disease: Visit Count","General Physician Visit with Disease: Person Count","General Physician Visit with Disease: Visit Count","General Physician Visit without Disease: Person Count","General Physician Visit without Disease: Visit Count","Specialist Visit with Disease: Person Count","Specialist Visit with Disease: Visit Count","Specialist Visit without Disease: Person Count","Specialist Visit without Disease: Visit Count"
Asthma,2008,F,15 to 19,1004910,4290,149820,40,170,6060,7940,35770,26130,32760,134790,N/A,N/A,N/A,N/A,125620,584300,610120,2281470,69730,273620,284640,936010
Asthma,2008,F,20 to 24,1004760,3890,117680,60,240,9370,12050,41080,56150,67830,210080,N/A,N/A,N/A,N/A,103970,624220,674830,3183940,60310,276730,347220,1358100
Asthma,2008,F,25 to 29,1038290,4190,103100,50,240,13200,16480,54720,101520,117850,342200,N/A,N/A,N/A,N/A,91460,628030,719020,3766430,61980,355790,438180,2175090
Asthma,2008,F,30 to 34,1043280,4300,98090,60,350,13480,16610,56600,114340,130440,381720,N/A,N/A,N/A,N/A,87660,627650,726250,3896810,62920,404850,481160,2695620
Asthma,2008,F,35 to 39,1095490,4620,98670,120,500,9380,11940,48980,74450,86830,289520,N/A,N/A,N/A,N/A,88910,642850,756650,3839000,63550,391800,494360,2557870
Asthma,2008,F,40 to 44,1191250,5160,109900,190,860,7400,10050,49600,43980,54240,241650,N/A,N/A,N/A,N/A,99690,730430,824960,4058630,74020,444280,556940,2539260
Asthma,2008,F,45 to 49,1309110,5540,123110,330,1610,8510,11910,67240,43590,55850,289860,N/A,N/A,N/A,N/A,113140,873670,927550,4663040,88130,560160,656540,3018830
Asthma,2008,F,50 to 54,1206540,4740,112800,470,2400,8780,12520,81450,43840,57400,339760,N/A,N/A,N/A,N/A,105190,855590,887910,4761090,86210,598370,676760,3312410
Asthma,2008,F,55 to 59,1041780,4420,100360,650,3260,9220,13360,92910,44370,59360,383980,N/A,N/A,N/A,N/A,94510,798520,784600,4375020,79120,599720,610480,3217900
Asthma,2008,F,60 to 64,891100,4180,89850,840,4140,10160,15240,115760,47910,65560,460010,N/A,N/A,N/A,N/A,85460,766790,687000,4075890,73640,610980,551710,3173160
Asthma,2008,F,65 to 69,669330,3150,70170,1050,5160,9960,15240,126030,46550,65160,516020,N/A,N/A,N/A,N/A,67470,658280,528050,3488060,59890,554440,436350,2814610
Asthma,2008,F,70 to 74,541160,2500,57230,1410,6850,10150,16170,147790,49350,70540,651650,N/A,N/A,N/A,N/A,55340,601440,434800,3267230,49590,513240,361910,2632110
Asthma,2008,F,75 to 79,476560,2230,51100,1880,10030,10960,17450,179690,56810,82030,831080,N/A,N/A,N/A,N/A,49280,590360,385530,3328570,44370,490000,323880,2595310
Asthma,2008,F,80 to 84,389150,1700,40790,2480,14720,10540,16810,196360,58560,85720,1000550,N/A,N/A,N/A,N/A,39080,524140,314990,3199960,34610,391120,260730,2174600
Asthma,2008,F,85+,433970,1710,40970,5300,40770,12590,19550,252610,82660,118450,1652220,N/A,N/A,N/A,N/A,38410,593990,340020,4244880,31620,325790,258330,2018520
Asthma,2008,M,<1,169540,2390,2390,0,850,2030,3240,12090,114900,129360,415960,N/A,N/A,N/A,N/A,2140,19450,132240,787090,2260,29280,113030,689010
Asthma,2008,M,1 to 4,671910,20120,67860,20,180,7770,10430,28980,21290,26350,102350,N/A,N/A,N/A,N/A,57170,326330,460360,2102150,49430,285890,288030,1136590
Asthma,2008,M,5 to 9,839760,9660,170120,30,70,5100,6510,20200,10070,12050,35580,N/A,N/A,N/A,N/A,126810,468940,425970,1215370,95000,356210,252260,741910
Asthma,2008,M,10 to 14,943460,4650,226010,40,80,4440,5660,28450,9400,11610,47590,N/A,N/A,N/A,N/A,157310,504130,410860,1052480,105720,365170,233840,686020
Asthma,2008,M,15 to 19,1056220,2570,193510,90,320,4570,5960,29930,15790,19920,104290,N/A,N/A,N/A,N/A,138300,460460,497740,1364420,78410,279040,248570,789430
Asthma,2008,M,20 to 24,1040760,2320,125780,110,570,2940,3790,22340,15910,19920,123390,N/A,N/A,N/A,N/A,87670,321670,499610,1533360,42300,156250,222570,750500
Asthma,2008,M,25 to 29,1046150,2720,77460,70,560,2040,2720,18280,16220,20810,133630,N/A,N/A,N/A,N/A,55800,244790,521670,1758840,28500,118380,245840,869200
Asthma,2008,M,30 to 34,1014970,3030,62760,70,670,1870,2550,14820,17060,21830,128000,N/A,N/A,N/A,N/A,49100,245320,549570,1999500,27310,119300,281240,1010190
Asthma,2008,M,35 to 39,1088610,3130,63290,90,900,2180,2930,17120,20690,26810,157860,N/A,N/A,N/A,N/A,51420,280850,615420,2380830,30480,139330,334950,1259850
Asthma,2008,M,40 to 44,1194980,3430,69910,140,1490,3050,4370,26200,27280,36420,217230,N/A,N/A,N/A,N/A,58440,349190,705650,2909060,37440,189700,406390,1641610
Asthma,2008,M,45 to 49,1315720,3630,75870,260,2600,4090,6010,36990,37770,51110,310350,N/A,N/A,N/A,N/A,65130,419030,815300,3539680,44010,246450,494000,2163760
Asthma,2008,M,50 to 54,1202060,3300,66990,400,4030,4800,7190,46340,46050,63940,414810,N/A,N/A,N/A,N/A,59310,412430,802730,3735080,42890,276650,519490,2517510
Asthma,2008,M,55 to 59,1025030,3000,57090,500,5500,5370,8110,55160,53040,74960,506820,N/A,N/A,N/A,N/A,51980,387010,731010,3698120,39930,289340,505490,2756690
Asthma,2008,M,60 to 64,871520,2780,51500,720,7270,6430,10260,77580,60260,86500,625550,N/A,N/A,N/A,N/A,47970,394770,659510,3669860,39240,330760,490550,3013560
Asthma,2008,M,65 to 69,637620,2290,42210,970,8360,6700,11040,86970,58910,86750,673250,N/A,N/A,N/A,N/A,40030,370850,505130,3229350,34440,326920,400840,2831200
Asthma,2008,M,70 to 74,486770,1830,36150,1230,10160,7030,11650,101550,57410,86500,748990,N/A,N/A,N/A,N/A,34640,361670,396140,2978950,30690,334600,329420,2682820
Asthma,2008,M,75 to 79,394620,1610,33550,1870,13530,8400,14230,134350,58760,89890,864850,N/A,N/A,N/A,N/A,32160,387580,323090,2859740,29130,361180,277310,2555330
Asthma,2008,M,80 to 84,269130,1100,24340,2160,15640,7220,12090,126810,49840,76900,854830,N/A,N/A,N/A,N/A,23270,320580,219440,2309290,21070,268220,188800,1865270
Asthma,2008,M,85+,209240,820,18640,3050,23760,6630,10920,131210,47680,72200,932950,N/A,N/A,N/A,N/A,17380,272550,161210,2078720,15170,190440,133770,1310960
Asthma,2009,F,<1,157610,1140,1140,0,570,980,1520,6810,104890,114910,345340,N/A,N/A,N/A,N/A,990,8310,119690,684670,1090,14940,97460,554440
Asthma,2009,F,1 to 4,654010,12400,38860,10,140,3930,5310,16390,18540,23000,91040,N/A,N/A,N/A,N/A,32230,178200,459630,2004050,28180,159750,267470,1008060
Asthma,2009,F,5 to 9,801440,7660,107240,20,40,3080,3910,12370,8930,10650,32870,N/A,N/A,N/A,N/A,80960,312950,445020,1296720,58640,216250,237030,661950
Asthma,2009,F,10 to 14,880590,4450,152530,20,60,2990,3830,16650,8420,10820,49420,N/A,N/A,N/A,N/A,109320,370760,431720,1155370,68950,234070,217960,616580
Asthma,2009,F,15 to 19,1002140,4160,158470,40,150,6250,8240,37360,25610,32020,135960,N/A,N/A,N/A,N/A,131560,608270,600820,2247480,74600,295580,283930,945510
Asthma,2009,F,20 to 24,1019010,3960,127150,60,190,9500,12120,40430,54870,66000,199250,N/A,N/A,N/A,N/A,111910,662300,673790,3178380,65620,298680,348490,1365170
Asthma,2009,F,25 to 29,1052940,4270,108390,60,270,13580,16750,56110,101250,117330,330620,N/A,N/A,N/A,N/A,95530,648460,722170,3803670,64840,371480,441560,2199680
Asthma,2009,F,30 to 34,1057330,4330,102550,70,340,14050,17250,57340,114680,130920,377880,N/A,N/A,N/A,N/A,91230,658210,731400,3949080,66380,429900,488450,2761440
Asthma,2009,F,35 to 39,1091710,4740,102260,110,510,9800,12390,49580,74600,86840,288960,N/A,N/A,N/A,N/A,91630,660760,749730,3837120,66190,411630,494820,2596450
Asthma,2009,F,40 to 44,1165060,5020,110170,190,840,7360,9940,50620,42950,52910,224470,N/A,N/A,N/A,N/A,99490,733480,800040,3982930,74360,451720,544910,2517270
Asthma,2009,F,45 to 49,1317080,5500,128840,360,1630,8910,12380,70560,42710,54670,283270,N/A,N/A,N/A,N/A,118180,905660,924400,4671510,92580,594640,659090,3043040
Asthma,2009,F,50 to 54,1233150,5010,119200,480,2430,9260,13030,86840,43890,57560,332940,N/A,N/A,N/A,N/A,110790,893590,898810,4796440,91350,634250,688440,3375760
Asthma,2009,F,55 to 59,1074990,4390,106350,580,3250,9470,13850,97610,44790,60140,388790,N/A,N/A,N/A,N/A,99900,832270,801180,4439810,83920,627950,627130,3305470
Asthma,2009,F,60 to 64,934960,4180,96930,900,4460,10630,15750,119150,49020,66990,480220,N/A,N/A,N/A,N/A,91880,810080,715010,4208130,79420,656890,575690,3315400
Asthma,2009,F,65 to 69,697960,3200,75300,1170,5050,10550,16230,135580,47500,66450,517410,N/A,N/A,N/A,N/A,72290,698530,547050,3592230,64160,592690,454570,2936750
Asthma,2009,F,70 to 74,552310,2470,60040,1350,6650,10250,16100,145120,48770,69440,603640,N/A,N/A,N/A,N/A,57920,622040,441540,3291720,51950,533600,368350,2668130
Asthma,2009,F,75 to 79,479190,2110,52820,1820,9860,10990,17450,182020,55170,79920,818950,N/A,N/A,N/A,N/A,50820,604440,385340,3314620,45920,506450,325090,2596490
Asthma,2009,F,80 to 84,392060,1580,42150,2420,14460,10530,16570,186520,57500,84030,991110,N/A,N/A,N/A,N/A,40320,536960,316140,3180890,35780,397200,262850,2173550
Asthma,2009,F,85+,453620,1660,43940,5340,41160,13110,20180,256100,84800,121950,1708380,N/A,N/A,N/A,N/A,40880,621670,352440,4381190,33940,346500,269560,2141470
Asthma,2009,M,<1,166590,2210,2210,0,740,1920,3040,11880,110910,124810,401570,N/A,N/A,N/A,N/A,1970,17660,127940,754910,2100,27870,108220,659140
Asthma,2009,M,1 to 4,686740,20010,65730,20,170,7240,9750,27070,21970,27550,105710,N/A,N/A,N/A,N/A,55290,313760,470650,2129240,48600,282630,293500,1152340
Asthma,2009,M,5 to 9,840670,10100,164530,20,60,5230,6560,19080,10080,11940,37240,N/A,N/A,N/A,N/A,123770,475050,431810,1259870,93860,360060,255320,756660
Asthma,2009,M,10 to 14,922950,4970,223160,40,50,4500,5720,24430,9080,11030,45130,N/A,N/A,N/A,N/A,156680,515520,406510,1062580,106780,375420,231320,686750
Asthma,2009,M,15 to 19,1054940,2580,209110,90,350,4950,6360,32150,15280,19130,101070,N/A,N/A,N/A,N/A,149390,496550,488830,1346900,85450,309310,245220,788880
Asthma,2009,M,20 to 24,1055080,2280,140060,120,580,3250,4210,24620,15840,19740,126970,N/A,N/A,N/A,N/A,97390,359590,498940,1555190,47100,174200,223650,760830
Asthma,2009,M,25 to 29,1063580,2680,86920,100,580,2140,2890,20400,16020,20480,137730,N/A,N/A,N/A,N/A,61590,270730,525280,1796580,31640,133120,249390,886240
Asthma,2009,M,30 to 34,1027840,3060,66260,70,710,2020,2730,17700,17180,22080,136430,N/A,N/A,N/A,N/A,51110,257660,552470,2051260,28810,128830,285350,1048300
Asthma,2009,M,35 to 39,1079880,3180,65580,100,870,2260,3130,19430,20020,26090,155680,N/A,N/A,N/A,N/A,52850,288610,605930,2359250,31700,148780,332810,1266110
Asthma,2009,M,40 to 44,1166080,3300,70690,160,1440,3010,4290,24590,25850,34320,200810,N/A,N/A,N/A,N/A,58810,349920,682590,2837210,37500,189760,396890,1614670
Asthma,2009,M,45 to 49,1325670,3710,79860,240,2590,4310,6200,39070,37370,50730,334270,N/A,N/A,N/A,N/A,68170,437330,814750,3551270,46110,258150,496830,2190900
Asthma,2009,M,50 to 54,1229690,3360,71680,400,4060,4990,7410,49090,46070,64110,415350,N/A,N/A,N/A,N/A,63210,434900,812570,3770110,45810,291870,528470,2554430
Asthma,2009,M,55 to 59,1056830,2970,61060,560,5480,5580,8450,57340,53240,75130,519580,N/A,N/A,N/A,N/A,55130,408500,745680,3741500,42420,307830,518260,2808090
Asthma,2009,M,60 to 64,913020,2760,55400,760,7160,6470,10090,73490,61630,88510,629560,N/A,N/A,N/A,N/A,51330,412420,685170,3786880,41820,345340,511070,3135730
Asthma,2009,M,65 to 69,667320,2230,44940,990,8580,6920,11210,86350,59460,87150,679080,N/A,N/A,N/A,N/A,42380,385110,526440,3324730,36450,345370,418710,2939630
Asthma,2009,M,70 to 74,499440,1850,37600,1310,9810,7170,11780,101180,56670,84960,723470,N/A,N/A,N/A,N/A,35890,373140,405110,3009140,32020,345650,337340,2719010
Asthma,2009,M,75 to 79,400500,1500,34150,1800,13260,8150,13740,132210,57970,88760,874620,N/A,N/A,N/A,N/A,32680,390600,326590,2868270,29630,359930,281400,2578850
Asthma,2009,M,80 to 84,276910,1110,25300,2130,15510,7240,11940,125530,49770,76650,842850,N/A,N/A,N/A,N/A,24070,323260,225410,2349260,21850,276860,194840,1897950
Asthma,2009,M,85+,222040,770,19950,2960,24290,6770,11080,126930,49070,74360,951640,N/A,N/A,N/A,N/A,18500,286020,169820,2168470,16290,201170,141700,1390440
Asthma,2010,F,<1,159940,950,950,0,620,830,1310,5550,107760,118410,354310,N/A,N/A,N/A,N/A,820,6760,115100,667400,910,12770,95690,562320
Asthma,2010,F,1 to 4,664100,12970,38790,10,130,3850,5160,14830,18210,22830,95470,N/A,N/A,N/A,N/A,32190,175690,459680,1969350,28240,159900,266040,983880
Asthma,2010,F,5 to 9,809830,7410,103760,10,50,2830,3650,11050,8690,10510,30480,N/A,N/A,N/A,N/A,77150,288940,444510,1274490,56730,209540,239100,664020
Asthma,2010,F,10 to 14,861960,4150,147240,20,40,2770,3680,16010,8120,10530,49250,N/A,N/A,N/A,N/A,102830,337370,411940,1070540,66610,225670,211780,600610
Asthma,2010,F,15 to 19,994600,3690,165990,40,180,6510,8610,39100,24360,30910,132990,N/A,N/A,N/A,N/A,135180,592730,578700,2100960,77180,306650,275880,927680
Asthma,2010,F,20 to 24,1037500,3530,137150,60,210,9700,12320,40330,52360,63080,194200,N/A,N/A,N/A,N/A,118920,678170,667590,3083320,68850,308820,343350,1341520
Asthma,2010,F,25 to 29,1067090,3780,113310,60,250,13730,17040,55850,97620,113040,320260,N/A,N/A,N/A,N/A,98490,654030,716210,3725050,66410,378360,436700,2167900
Asthma,2010,F,30 to 34,1075900,4040,107150,80,340,14430,17610,57370,114640,130710,369440,N/A,N/A,N/A,N/A,94490,668010,732640,3914580,68780,446840,489820,2769080
Asthma,2010,F,35 to 39,1089080,4460,105240,100,460,10140,12920,49330,73880,85800,275640,N/A,N/A,N/A,N/A,93670,664800,738320,3731460,67600,425230,489180,2564710
Asthma,2010,F,40 to 44,1157120,4570,112030,170,810,7520,10040,54670,42290,51780,216020,N/A,N/A,N/A,N/A,100390,717160,783490,3831040,74880,450190,533680,2470520
Asthma,2010,F,45 to 49,1307730,5070,131830,340,1500,8690,12040,67060,41560,53230,286720,N/A,N/A,N/A,N/A,120030,890170,905210,4493440,93730,591110,646560,2965200
Asthma,2010,F,50 to 54,1261160,4680,126080,490,2490,9380,13350,82540,44110,58060,329370,N/A,N/A,N/A,N/A,116680,912800,909180,4768640,95660,655420,696510,3406930
Asthma,2010,F,55 to 59,1110180,4240,112770,710,3250,9940,14540,107300,45410,61020,390870,N/A,N/A,N/A,N/A,105430,858800,820960,4460020,88710,662570,642210,3349450
Asthma,2010,F,60 to 64,976360,4080,103390,970,4420,11150,16650,130890,50790,69290,505710,N/A,N/A,N/A,N/A,97850,838770,741660,4279190,84370,679440,597470,3413650
Asthma,2010,F,65 to 69,726280,3250,80240,1190,5370,11270,17290,141360,48840,68210,547470,N/A,N/A,N/A,N/A,76780,716790,566120,3603440,68180,625250,471400,3012200
Asthma,2010,F,70 to 74,568070,2360,63310,1430,6710,10800,16940,156020,49910,71090,611120,N/A,N/A,N/A,N/A,61000,635700,451530,3270940,54890,554440,378290,2714440
Asthma,2010,F,75 to 79,480780,1960,54150,1990,9780,11550,18580,189340,55070,79950,817320,N/A,N/A,N/A,N/A,52080,607330,384580,3221830,47030,515310,325570,2579480
Asthma,2010,F,80 to 84,397460,1580,44010,2540,14460,11010,17710,196700,58620,85600,1000560,N/A,N/A,N/A,N/A,42010,546070,318480,3129440,37390,414040,265710,2189890
Asthma,2010,F,85+,474360,1640,47190,5870,43790,14160,21850,281770,90450,131040,1843110,N/A,N/A,N/A,N/A,43730,656300,365590,4500370,36430,373570,281690,2248280
Asthma,2010,M,<1,167730,2080,2080,0,860,1780,2840,11260,113630,128230,407790,N/A,N/A,N/A,N/A,1840,16040,122580,734770,1980,27530,106180,665030
Asthma,2010,M,1 to 4,698080,19870,65020,20,180,6970,9460,25490,21520,27050,102310,N/A,N/A,N/A,N/A,54460,303570,473280,2102260,48490,280960,293340,1124530
Asthma,2010,M,5 to 9,848970,9860,158670,20,50,4650,5870,17160,10070,12240,38820,N/A,N/A,N/A,N/A,117430,434650,432820,1234540,90940,346230,259530,768680
Asthma,2010,M,10 to 14,904530,4600,216760,20,60,4240,5360,20750,8790,10890,45640,N/A,N/A,N/A,N/A,147420,462820,385890,973830,103320,362420,226290,670960
Asthma,2010,M,15 to 19,1045930,2220,222410,90,340,5110,6580,33500,14750,18470,98640,N/A,N/A,N/A,N/A,153330,489500,463090,1246900,89820,323950,237090,769570
Asthma,2010,M,20 to 24,1076210,1940,155970,130,560,3400,4330,25960,15390,19340,120920,N/A,N/A,N/A,N/A,104720,381440,485230,1512590,51020,189820,221180,764080
Asthma,2010,M,25 to 29,1080650,2450,97310,90,560,2270,2980,23500,15830,20730,134040,N/A,N/A,N/A,N/A,66640,289290,515270,1789400,34130,141530,246680,898870
Asthma,2010,M,30 to 34,1046170,2790,70110,90,660,2030,2740,18630,17000,21920,135880,N/A,N/A,N/A,N/A,52950,265600,551700,2069840,29750,132920,285860,1059350
Asthma,2010,M,35 to 39,1073810,2860,67520,110,850,2310,3170,18500,19450,25140,151080,N/A,N/A,N/A,N/A,53750,288130,592780,2310350,32020,149650,327040,1250440
Asthma,2010,M,40 to 44,1155720,3020,71740,160,1340,2860,4040,24030,25020,33320,195410,N/A,N/A,N/A,N/A,58810,342660,666220,2750250,37370,187460,388860,1578900
Asthma,2010,M,45 to 49,1318780,3330,82580,270,2530,4190,6170,40380,36110,48930,302860,N/A,N/A,N/A,N/A,69750,436070,800140,3454220,47270,264790,490440,2158830
Asthma,2010,M,50 to 54,1259690,3130,76380,380,3950,5210,7670,48670,46290,63840,434630,N/A,N/A,N/A,N/A,66960,451420,825840,3784600,48360,304800,539100,2589310
Asthma,2010,M,55 to 59,1091540,2860,65270,590,5530,5910,9090,64050,54230,76390,516080,N/A,N/A,N/A,N/A,58740,428000,764660,3779720,45150,322090,533420,2863310
Asthma,2010,M,60 to 64,952240,2650,59220,790,7570,6960,10980,78470,63660,91290,655580,N/A,N/A,N/A,N/A,54660,428710,711040,3864830,44690,363580,531210,3236840
Asthma,2010,M,65 to 69,696420,2170,47590,970,8690,7140,11470,87850,61470,90290,710100,N/A,N/A,N/A,N/A,44830,392900,546730,3370920,38520,355150,437220,3037580
Asthma,2010,M,70 to 74,515340,1770,38950,1260,10050,7280,11850,95800,58240,87350,748800,N/A,N/A,N/A,N/A,37100,370570,416630,3005250,33050,347680,347720,2774140
Asthma,2010,M,75 to 79,405090,1480,34710,1690,13010,8180,13710,130050,57950,88500,872950,N/A,N/A,N/A,N/A,33190,385650,329440,2817110,30160,368070,284510,2568200
Asthma,2010,M,80 to 84,287820,1050,26490,2230,15610,7560,12690,132030,51630,79860,880150,N/A,N/A,N/A,N/A,25120,333680,233670,2379070,22840,290450,202990,1982000
Asthma,2010,M,85+,236260,790,21540,3250,25720,7350,12160,140980,52370,79900,1017650,N/A,N/A,N/A,N/A,19840,306120,179050,2269500,17580,217060,150610,1487990
COPD,1999,F,35 to 39,1250620,4920,14910,60,840,2070,3320,22690,94150,116540,496200,N/A,N/A,N/A,N/A,14230,135330,996630,5551410,10590,79380,638580,3087560
COPD,1999,F,40 to 44,1202800,5540,26620,130,1210,3550,5890,42610,60660,78340,413310,N/A,N/A,N/A,N/A,25150,242940,942680,5153800,19310,145960,628990,2897760
COPD,1999,F,45 to 49,1068500,6380,30600,230,1570,4410,7220,57970,52100,68450,408400,N/A,N/A,N/A,N/A,29180,290300,843390,4817560,23380,190280,602010,2908710
COPD,1999,F,50 to 54,940540,7580,36850,440,2120,6100,10090,80400,49750,66470,411020,N/A,N/A,N/A,N/A,35230,363880,757530,4613580,29510,251470,587650,3042940
COPD,1999,F,55 to 59,719670,7810,39590,660,2530,7620,12760,114130,42310,57860,384890,N/A,N/A,N/A,N/A,38010,397110,576280,3625790,32330,294980,458750,2506940
COPD,1999,F,60 to 64,594440,8340,43960,1070,3070,9640,16590,147470,40200,56220,407440,N/A,N/A,N/A,N/A,42200,452650,470270,3138420,36320,347150,380410,2208210
COPD,1999,F,65 to 69,556600,9330,52520,1950,4320,13310,22960,221040,45690,65530,526510,N/A,N/A,N/A,N/A,50440,577650,436960,3173680,44550,460890,359430,2290660
COPD,1999,F,70 to 74,514330,10280,59220,3090,6370,17560,30470,315490,51700,75350,671500,N/A,N/A,N/A,N/A,56990,704630,399910,3194650,50510,554220,330310,2290630
COPD,1999,F,75 to 79,448370,9950,59490,4370,9300,20080,35040,400680,56730,83940,883370,N/A,N/A,N/A,N/A,57180,783140,345400,3152370,50780,569250,287280,2136650
COPD,1999,F,80 to 84,298460,7450,43790,4460,11260,16540,28430,351910,47220,70630,843950,N/A,N/A,N/A,N/A,41970,629320,227290,2372130,36550,381920,184390,1366450
COPD,1999,F,85+,294630,7860,43690,7680,27830,17940,29620,409290,55740,81580,1180990,N/A,N/A,N/A,N/A,41630,716260,219760,2805500,33420,318150,160540,1110090
COPD,1999,M,35 to 39,1254310,4430,12870,70,1460,1330,2120,16450,36390,48530,306390,N/A,N/A,N/A,N/A,11620,86820,810140,3397610,7770,50200,436060,1674390
COPD,1999,M,40 to 44,1197910,5310,24270,160,1950,2690,4520,35820,39240,53150,324390,N/A,N/A,N/A,N/A,21440,168430,782320,3424510,14770,101900,442280,1798210
COPD,1999,M,45 to 49,1060470,6160,29140,320,2520,3820,6490,48180,41200,57090,372380,N/A,N/A,N/A,N/A,26070,210560,707040,3267780,18850,140390,425990,1879010
COPD,1999,M,50 to 54,941360,7830,36520,560,3310,5810,9980,82930,45230,64030,422740,N/A,N/A,N/A,N/A,33260,280310,652870,3216880,25210,206000,422320,2038180
COPD,1999,M,55 to 59,716210,8730,42320,1110,3970,8430,14890,123900,43680,62840,418390,N/A,N/A,N/A,N/A,38930,351780,509890,2735390,31070,280740,356710,1901570
COPD,1999,M,60 to 64,572650,9650,49920,1920,4890,11740,20390,174000,44290,64660,465400,N/A,N/A,N/A,N/A,46410,444050,413840,2480710,38400,377380,309300,1845880
COPD,1999,M,65 to 69,517380,11630,64800,3510,6690,18030,32080,301620,49140,73420,576180,N/A,N/A,N/A,N/A,61070,642970,374130,2523090,52220,557220,295180,1984780
COPD,1999,M,70 to 74,431760,12130,73130,5470,8410,23480,42680,420510,48880,74230,622180,N/A,N/A,N/A,N/A,69350,811190,305490,2344350,60900,712330,251080,1876400
COPD,1999,M,75 to 79,321030,10630,67950,6990,9720,24990,45220,476420,43460,66830,650430,N/A,N/A,N/A,N/A,64780,845740,220260,1956870,57470,686180,186000,1534270
COPD,1999,M,80 to 84,180630,6860,44420,6380,8580,18450,33150,380470,28690,44500,484780,N/A,N/A,N/A,N/A,42440,608100,119590,1213770,37170,418920,100340,843510
COPD,1999,M,85+,131070,5460,34190,7670,12120,15600,27030,343230,24490,37070,473460,N/A,N/A,N/A,N/A,32420,515160,83190,984300,26760,275940,65630,526940
COPD,2000,F,35 to 39,1237520,4750,14680,60,750,2030,3270,22100,91760,112810,472650,N/A,N/A,N/A,N/A,14040,131860,987190,5493490,10430,76570,629600,3019250
COPD,2000,F,40 to 44,1226940,5360,30880,120,1070,3720,6080,42920,60400,77170,410420,N/A,N/A,N/A,N/A,29080,270630,961520,5234820,22010,158350,635440,2888900
COPD,2000,F,45 to 49,1101330,6000,35640,240,1570,4790,7820,60710,51860,67950,420630,N/A,N/A,N/A,N/A,33800,327550,868570,4929730,26800,211890,614280,2933820
COPD,2000,F,50 to 54,981570,6980,42380,450,2250,6440,10790,85830,50100,66600,412510,N/A,N/A,N/A,N/A,40420,405900,789660,4760380,33480,282260,608210,3106260
COPD,2000,F,55 to 59,746570,7330,45390,700,2480,7930,13370,113150,41810,57020,378660,N/A,N/A,N/A,N/A,43440,443480,598150,3720350,36790,324480,473390,2553670
COPD,2000,F,60 to 64,608870,7470,48980,1160,2930,10060,17410,157610,39180,54660,395210,N/A,N/A,N/A,N/A,46940,491570,482630,3190990,40260,376250,387690,2233310
COPD,2000,F,65 to 69,555160,8300,57020,1910,4140,13560,23110,221840,43680,62260,496740,N/A,N/A,N/A,N/A,54870,609700,436180,3132390,47990,482340,355760,2242700
COPD,2000,F,70 to 74,517570,9110,64410,3180,5890,17700,31100,331280,49960,72780,667390,N/A,N/A,N/A,N/A,61990,751920,401590,3171140,54590,585520,329370,2268410
COPD,2000,F,75 to 79,453750,9010,65210,4490,8840,20830,36840,421030,55350,81970,875140,N/A,N/A,N/A,N/A,62700,844360,347580,3144230,55330,610000,287460,2132060
COPD,2000,F,80 to 84,313300,6840,49550,4840,11050,17900,30770,381660,47060,70310,847260,N/A,N/A,N/A,N/A,47500,706470,236350,2452920,41000,431690,190770,1416050
COPD,2000,F,85+,306740,7280,50030,8730,28310,19580,32130,451680,56020,81860,1194440,N/A,N/A,N/A,N/A,47520,812080,224980,2850600,37770,352210,163290,1119050
COPD,2000,M,35 to 39,1245060,4260,12850,60,1380,1250,2090,15550,34900,46130,278130,N/A,N/A,N/A,N/A,11590,85880,805230,3368460,7750,49700,431570,1631420
COPD,2000,M,40 to 44,1225920,4950,27880,170,1780,2770,4660,37960,38850,52600,321290,N/A,N/A,N/A,N/A,24370,182570,801010,3505660,16520,109340,450660,1801300
COPD,2000,M,45 to 49,1092550,5870,33730,320,2450,3990,6690,53750,41110,56770,362050,N/A,N/A,N/A,N/A,29830,237860,729010,3359210,21280,153880,435890,1898420
COPD,2000,M,50 to 54,980440,7460,42060,650,3370,6340,10720,87640,46250,64730,419660,N/A,N/A,N/A,N/A,37970,313100,682330,3348170,28660,227580,438200,2096420
COPD,2000,M,55 to 59,744660,7880,47500,1130,3970,8700,15060,123950,44100,63080,431790,N/A,N/A,N/A,N/A,43530,378780,532890,2837140,34420,300370,369640,1952010
COPD,2000,M,60 to 64,586890,8730,54830,1880,4820,11860,20820,183110,43770,63490,465610,N/A,N/A,N/A,N/A,50930,474860,425450,2523410,41830,402950,314840,1860770
COPD,2000,M,65 to 69,516890,10230,68110,3280,6400,17460,31230,291360,47740,70860,551840,N/A,N/A,N/A,N/A,64100,659100,374820,2507310,54480,573790,293600,1949290
COPD,2000,M,70 to 74,441420,10700,78200,5490,8090,23800,43000,421050,48370,73200,628870,N/A,N/A,N/A,N/A,74190,857000,312370,2368770,64690,739870,254660,1888990
COPD,2000,M,75 to 79,328060,9370,72790,6970,9360,25410,45750,485340,42390,65220,617320,N/A,N/A,N/A,N/A,69260,892900,224150,1968970,61280,720590,187930,1534960
